unit,status,no_rooms,no_bath,area(ftsq),id
#924,"Off-Market on 09/03/2017 at $2,470",studio,1 bath,,776902
#925,"Off-Market on 02/24/2018 at $3,162",2 beds,1 bath,,776902
#1000,"Off-Market on 07/03/2013 at $3,200",2 beds,1 bath,,776902
#NA_879,Off-Market,,,,776902
NA_1425,Off-Market,,,,776902
NA_1467,Off-Market,,,,776902
NA_1528,Off-Market,,,,776902
NA_1756,Off-Market,,,,776902
NA_1762,Off-Market,,,,776902
NA_1821,Off-Market,,,,776902
NA_1826,Off-Market,,,,776902
NA_1914,Off-Market,,,,776902
NA_1982,Off-Market,,,,776902
NA_1994,Off-Market,,,,776902
NA_2129,Off-Market,,,,776902
NA_2333,Off-Market,,,,776902
NA_2336,Off-Market,,,,776902
NA_2638,Off-Market,,,,776902
NA_3555,Off-Market,,,,776902
NA_3701,Off-Market,,,,776902
NA_4981,Off-Market,,,,776902
NA_6333,Off-Market,,,,776902
NA_6662,Off-Market,,,,776902
NA_6672,Off-Market,,,,776902
NA_8325,Off-Market,,,,776902
NA_8354,Off-Market,,,,776902
NA_8357,Off-Market,,,,776902
#1001,"Off-Market on 08/19/2016 at $3,071",1 bed,1 bath,750 ftsq,776902
NA_12327,Off-Market,,,,776902
NA_13191,Off-Market,,,,776902
NA_13455,Off-Market,,,,776902
NA_13502,Off-Market,,,,776902
NA_13803,Off-Market,,,,776902
NA_14076,Off-Market,,,,776902
NA_14942,Off-Market,,,,776902
NA_16614,Off-Market,,,,776902
NA_17882,Off-Market,,,,776902
NA_18818,Off-Market,,,,776902
NA_19049,Off-Market,,,,776902
NA_19277,Off-Market,,,,776902
#1002,"Off-Market on 09/07/2018 at $2,750",2 beds,1 bath,,776902
NA_24210,Off-Market,,,,776902
NA_24485,Off-Market,,,,776902
NA_24889,Off-Market,,,,776902
NA_27835,Off-Market,,,,776902
#1003,"Off-Market on 05/13/2017 at $3,125",1 bed,1 bath,,776902
NA_42368,Off-Market,,,,776902
#1005,"Off-Market on 12/22/2017 at $2,600",1 bed,1 bath,,776902
NA_50317,Off-Market,,,,776902
NA_52346,Off-Market,,,,776902
#1007,"Off-Market on 07/03/2013 at $3,300",2 beds,1 bath,,776902
#1008,"Off-Market on 08/05/2016 at $2,470",1 bed,1 bath,,776902
#1009,"Off-Market on 09/03/2014 at $2,970",1 bed,1 bath,,776902
#1012,"Off-Market on 09/25/2015 at $2,725",studio,1 bath,,776902
#1014,"Off-Market on 10/27/2017 at $2,533",studio,1 bath,,776902
#1015,"Off-Market on 04/17/2018 at $3,450",2 beds,1 bath,,776902
NA_158085,Off-Market,,,,776902
NA_158233,Off-Market,,,,776902
#1016,"Off-Market on 01/28/2017 at $2,232",studio,1 bath,,776902
NA_161445,Off-Market,,,,776902
#1017,"Off-Market on 12/28/2015 at $3,595",1 bed,1 bath,,776902
#1018,"Off-Market on 02/04/2015 at $3,115",2 beds,1 bath,,776902
#1020,Off-Market,,,,776902
#1021,"Off-Market on 02/06/2016 at $2,500",studio,1 bath,,776902
#1022,"Off-Market on 02/04/2015 at $2,930",2 beds,1 bath,750 ftsq,776902
#1023,"Off-Market on 06/15/2018 at $2,695",studio,1 bath,,776902
#1023,Off-Market,,,,776902
#1023,Off-Market,,,,776902
#1024,"Off-Market on 11/30/2017 at $2,395",studio,1 bath,,776902
#1102,"Off-Market on 07/20/2018 at $3,295",1 bed,1 bath,,776902
#1103,"Off-Market on 09/02/2016 at $2,521",studio,1 bath,500 ftsq,776902
#1103,Off-Market,,,500 ftsq,776902
#1103,Off-Market,,,500 ftsq,776902
#1104,"Off-Market on 06/09/2018 at $3,275",1 bed,1 bath,,776902
#1105,"Off-Market on 11/30/2013 at $2,890",1 bed,1 bath,,776902
#1106,"Off-Market on 12/09/2017 at $2,484",studio,1 bath,,776902
#1109,"Off-Market on 04/13/2011 at $2,895",1 bed,1 bath,,776902
#1111,"Off-Market on 10/04/2014 at $3,395",2 beds,1 bath,,776902
#1112,"Off-Market on 02/28/2018 at $3,345",2 beds,1 bath,,776902
#1114,"Off-Market on 09/09/2016 at $3,071",studio,1 bath,,776902
#1115,"Off-Market on 04/12/2018 at $4,925",3 beds,2 baths,,776902
#1118,"Off-Market on 05/07/2017 at $4,795",3 beds,1 bath,"1,150 ftsq",776902
#1119,"Off-Market on 06/15/2018 at $3,495",3 beds,1 bath,,776902
#1201,"Off-Market on 10/19/2015 at $2,725",studio,1 bath,,776902
#1202,"Off-Market on 06/27/2015 at $3,150",studio,1 bath,720 ftsq,776902
#1203,"Off-Market on 05/22/2018 at $2,695",studio,1 bath,,776902
#1204,"Off-Market on 04/09/2012 at $3,950",1 bed,1 bath,,776902
#1205,"Off-Market on 02/16/2018 at $3,112",1 bed,1 bath,,776902
#1206,"Off-Market on 08/13/2014 at $2,445",studio,1 bath,,776902
#1207,"Off-Market on 04/13/2012 at $2,360",studio,1 bath,,776902
#1208,"Off-Market on 09/08/2017 at $2,520",studio,1 bath,,776902
#1210,"Off-Market on 12/04/2015 at $2,695",studio,0.5 baths,,776902
#1211,"Off-Market on 07/09/2014 at $3,350",2 beds,1 bath,,776902
#1212,Off-Market,,,,776902
#1214,"Off-Market on 04/30/2017 at $3,250",2 beds,1 bath,,776902
#1215,"Off-Market on 04/12/2017 at $2,378",studio,1 bath,,776902
#1217,Off-Market,,,,776902
#1218,"Off-Market on 01/04/2014 at $2,845",2 beds,1 bath,,776902
#1220,"Off-Market on 07/26/2010 at $2,650",1 bed,1 bath,,776902
#1401,"Off-Market on 03/11/2013 at $4,000",2 beds,2 baths,,776902
#1402,"Off-Market on 04/07/2018 at $3,195",1 bed,1 bath,,776902
#1403,Off-Market,,,,776902
#1404,"Off-Market on 08/25/2017 at $3,095",1 bed,1 bath,,776902
#1405,"Off-Market on 12/04/2015 at $2,650",studio,1 bath,,776902
#1406,"Off-Market on 06/14/2017 at $2,685",studio,1 bath,550 ftsq,776902
#1407,"Off-Market on 09/29/2018 at $2,795",studio,1 bath,,776902
#1408,"Off-Market on 07/07/2015 at $2,695",studio,1 bath,,776902
#1409,"Off-Market on 03/11/2013 at $4,000",2 beds,2 baths,,776902
#1410,"Off-Market on 03/19/2013 at $3,950",2 beds,1 bath,,776902
#1411,"Off-Market on 08/13/2013 at $3,050",2 beds,2 baths,,776902
#1414,"Off-Market on 07/09/2017 at $3,387",1 bed,1 bath,,776902
#1502,"Off-Market on 11/26/2014 at $2,925",2 beds,1 bath,,776902
#1503,"Off-Market on 09/02/2016 at $2,498",studio,1 bath,,776902
#1504,"Off-Market on 12/11/2018 at $3,254",1 bed,1 bath,,776902
#1505,"Off-Market on 09/02/2015 at $2,695",studio,1 bath,,776902
#1506,"Off-Market on 04/12/2018 at $2,795",studio,1 bath,,776902
#1507,"Off-Market on 03/27/2014 at $2,450",studio,1 bath,,776902
#1508,"Off-Market on 09/26/2013 at $2,380",studio,1 bath,,776902
#1509,"Off-Market on 09/23/2017 at $3,140",2 beds,1 bath,,776902
#1510,"Off-Market on 08/11/2017 at $3,345",1 bed,1 bath,,776902
#1511,"Off-Market on 07/21/2015 at $3,495",2 beds,1 bath,,776902
#1514,"Off-Market on 07/18/2017 at $4,850",2 beds,1 bath,,776902
#1516,"Off-Market on 06/15/2018 at $3,495",1 bed,1 bath,700 ftsq,776902
#1516SP,Off-Market,,,,776902
#1517,"Off-Market on 05/22/2018 at $3,575",2 beds,1 bath,,776902
#1521,"Off-Market on 06/07/2013 at $3,995",2 beds,2 baths,"1,160 ftsq",776902
#1601,Off-Market,,,,776902
#1604,"Off-Market on 11/26/2014 at $3,255",1 bed,1 bath,,776902
#1605,"Off-Market on 09/15/2017 at $2,562",studio,1 bath,,776902
#1606,"Off-Market on 09/08/2017 at $2,562",studio,1 bath,500 ftsq,776902
#1607,Off-Market,,,,776902
#1608,"Off-Market on 01/16/2015 at $3,165",1 bed,1 bath,,776902
#1609,"Off-Market on 03/10/2017 at $2,940",2 beds,1 bath,,776902
#1610,"Off-Market on 05/21/2016 at $2,895",1 bed,,500 ftsq,776902
#1612,"Off-Market on 01/18/2018 at $2,377",studio,1 bath,500 ftsq,776902
#1614,"Off-Market on 02/02/2018 at $3,231",2 beds,1 bath,,776902
#1615,"Off-Market on 03/08/2018 at $3,203",1 bed,1 bath,,776902
#1615,Off-Market,,,,776902
#1616,"Off-Market on 03/29/2014 at $1,850",studio,1 bath,,776902
#1701,"Off-Market on 09/26/2016 at $3,479",1 bed,1 bath,,776902
#1702,"Off-Market on 05/07/2016 at $2,363",studio,1 bath,,776902
#1704,"Off-Market on 09/13/2016 at $3,495",1 bed,1 bath,,776902
#1705,"Off-Market on 08/25/2017 at $2,497",studio,1 bath,,776902
#1706,"Off-Market on 10/13/2013 at $2,177",studio,1 bath,,776902
#1707,"Off-Market on 05/19/2018 at $3,495",1 bed,1 bath,,776902
#1708,"Off-Market on 05/15/2018 at $3,450",1 bed,1 bath,,776902
#1712,"Off-Market on 01/27/2012 at $2,220",studio,1 bath,,776902
#1714,"Off-Market on 04/21/2018 at $3,425",2 beds,1 bath,,776902
#1801,Off-Market,,,,776902
#1803,"Off-Market on 06/01/2015 at $2,615",studio,1 bath,,776902
#1804,"Off-Market on 08/09/2013 at $2,840",1 bed,1 bath,,776902
#1805,"Off-Market on 08/19/2016 at $2,521",studio,1 bath,,776902
#1806,Off-Market,,,,776902
#1807,"Off-Market on 08/02/2014 at $3,160",1 bed,1 bath,,776902
#1809,"Off-Market on 07/18/2017 at $3,139",1 bed,1 bath,,776902
#1810,"Off-Market on 07/08/2016 at $2,595",studio,1 bath,550 ftsq,776902
#1901,"Off-Market on 02/24/2018 at $3,387",1 bed,1 bath,,776902
#1902,"Off-Market on 05/19/2018 at $3,575",1 bed,1 bath,,776902
#1903,"Off-Market on 09/29/2018 at $3,584",2 beds,1 bath,,776902
#1904,"Off-Market on 06/15/2018 at $3,395",1 bed,1 bath,,776902
#1905,"Off-Market on 02/28/2012 at $2,335",1 bed,1 bath,,776902
#1906,"Off-Market on 06/10/2017 at $3,254",2 beds,1 bath,,776902
#1908,"Off-Market on 07/23/2017 at $2,979",1 bed,1 bath,,776902
#1909,"Off-Market on 04/12/2017 at $3,025",2 beds,1 bath,,776902
#2001,"Off-Market on 06/11/2017 at $3,345",1 bed,1 bath,,776902
#2002,"Off-Market on 11/30/2013 at $3,020",1 bed,1 bath,,776902
#2003,"Off-Market on 08/30/2017 at $3,483",2 beds,1 bath,,776902
#2004,"Off-Market on 09/03/2014 at $3,175",1 bed,1 bath,750 ftsq,776902
#2005,"Off-Market on 02/02/2017 at $2,704",1 bed,1 bath,700 ftsq,776902
#2006,"Off-Market on 08/13/2013 at $2,930",2 beds,1 bath,,776902
#2008,"Off-Market on 03/07/2017 at $2,752",1 bed,1 bath,750 ftsq,776902
#2008SP,Off-Market,,,,776902
#2009,"Off-Market on 11/30/2017 at $3,111",2 beds,1 bath,,776902
#2101,"Off-Market on 02/25/2016 at $2,430",studio,1 bath,,776902
#2102,"Off-Market on 06/11/2017 at $2,658",studio,1 bath,,776902
#2103,"Off-Market on 07/30/2013 at $3,200",1 bed,1 bath,,776902
#2104,"Off-Market on 10/03/2013 at $2,195",studio,1 bath,,776902
#2105,"Off-Market on 04/24/2018 at $3,595",1 bed,1 bath,,776902
#2106,"Off-Market on 09/24/2015 at $3,550",1 bed,1 bath,,776902
#2107,"Off-Market on 07/07/2018 at $2,675",1 bed,1 bath,,776902
#2108,"Off-Market on 12/19/2017 at $3,155",2 beds,1 bath,750 ftsq,776902
#2201,"Off-Market on 07/22/2017 at $2,497",studio,1 bath,,776902
#2202,Off-Market,,,,776902
#2203,"Off-Market on 04/18/2018 at $3,395",1 bed,1 bath,,776902
#2204,"Off-Market on 09/02/2016 at $2,360",studio,1 bath,,776902
#2205,"Off-Market on 01/12/2018 at $3,085",1 bed,1 bath,,776902
#2206,"Off-Market on 07/08/2013 at $3,020",2 beds,1 bath,,776902
#2207,"Off-Market on 09/25/2015 at $2,550",2 beds,1 bath,,776902
#2208,"Off-Market on 04/12/2018 at $3,350",1 bed,1 bath,,776902
#2301,"Off-Market on 06/01/2015 at $2,595",studio,1 bath,,776902
#2302,"Off-Market on 06/06/2018 at $2,795",studio,1 bath,,776902
#2303,"Off-Market on 05/24/2016 at $3,042",2 beds,1 bath,750 ftsq,776902
#2304,"Off-Market on 09/19/2013 at $2,895",2 beds,1 bath,750 ftsq,776902
#2305,"Off-Market on 02/04/2015 at $2,980",1 bed,1 bath,,776902
#2306,"Off-Market on 07/08/2016 at $3,450",2 beds,1 bath,,776902
#2307,"Off-Market on 05/03/2018 at $2,650",studio,1 bath,,776902
#2308,"Off-Market on 02/04/2015 at $2,960",1 bed,1 bath,,776902
#2401,"Off-Market on 06/30/2017 at $2,800",studio,1 bath,,776902
#2402,"Off-Market on 08/25/2017 at $3,139",1 bed,1 bath,,776902
#2403,"Off-Market on 03/06/2012 at $2,665",2 beds,1 bath,700 ftsq,776902
#2404,"Off-Market on 03/21/2013 at $3,200",1 bed,1 bath,,776902
#2405,"Off-Market on 04/21/2018 at $3,550",2 beds,1 bath,750 ftsq,776902
#2406,"Off-Market on 05/10/2017 at $3,395",2 beds,1 bath,,776902
#2502,"Off-Market on 07/07/2009 at $5,100",2 beds,2 baths,,776902
#4035,"Off-Market on 04/25/2013 at $3,705",3 beds,1 bath,,776902
#4040,"Off-Market on 05/17/2013 at $4,445",3 beds,1 bath,,776902
#4049,"Off-Market on 06/10/2013 at $4,445",3 beds,1 bath,,776902
#4123,"Off-Market on 07/12/2013 at $2,850",2 beds,1 bath,,776902
#4128,"Off-Market on 07/15/2013 at $2,850",2 beds,1 bath,,776902
#604-1,"Off-Market on 01/12/2017 at $2,255",studio,1 bath,,776902
20TH-FL,"Off-Market on 07/02/2014 at $3,095",1 bed,1 bath,500 ftsq,776902
#PH1,"Off-Market on 02/07/2013 at $4,995",3 beds,2 baths,"1,300 ftsq",776902
#PH3,"Off-Market on 02/02/2017 at $3,137",1 bed,1 bath,,776902
#PH2,"Off-Market on 06/17/2017 at $4,670",2 beds,2 baths,"1,100 ftsq",776902
#PH21,"Off-Market on 04/24/2013 at $4,940",2 beds,2 baths,"1,100 ftsq",776902
#1FE,"Off-Market on 09/12/2018 at $2,200",1 bed,1 bath,500 ftsq,785972
#1R,"Sold on 11/15/2007 for $95,000",,,,785972
#1FW,"Off-Market on 04/03/2016 at $2,195",1 bed,1 bath,500 ftsq,785972
#2,"Listed for sale at $949,000",2 beds,1 bath,700 ftsq,785972
#3FE,"Sold on 09/20/2007 for $41,000",,,,785972
#3FW,"Sold on 01/18/2016 for $48,000",,,,785972
#4,"Off-Market on 02/27/2015 at $685,000",2 beds,1 bath,,785972
#4F,"Sold on 05/22/2018 for $690,000",,,,785972
#4R,"Sold on 04/12/2016 for $650,000",,,,785972
#D,"Off-Market on 02/08/2018 at $893,000",2 beds,1 bath,,785972
#5F,"Sold on 12/03/2007 for $77,000",,,,785972
#2,"Off-Market on 01/02/2015 at $3,295",2 beds,1 bath,,785993
#A1,"Off-Market on 06/07/2018 at $3,995",2 beds,1 bath,,785993
#B,"Off-Market on 02/27/2017 at $2,895",1 bed,1 bath,,785993
#B2,"Off-Market on 02/09/2017 at $3,495",2 beds,1 bath,,785993
#B3,"Off-Market on 05/31/2018 at $3,895",2 beds,1 bath,,785993
#C2,"Off-Market on 08/31/2018 at $3,495",2 beds,1 bath,,785993
#C3,"Off-Market on 03/06/2017 at $3,495",2 beds,1 bath,,785993
#D2,"Off-Market on 04/29/2018 at $3,695",2 beds,1 bath,,785993
#D3,"Off-Market on 04/28/2018 at $3,695",2 beds,1 bath,,785993
#6,"Off-Market on 05/19/2015 at $4,200",2 beds,1 bath,,785993
#E1,"Off-Market on 04/01/2017 at $3,595",2 beds,1 bath,,785993
#E3,"Off-Market on 07/20/2018 at $3,695",2 beds,1 bath,,785993
#VAR1B,"Off-Market on 12/30/2010 at $1,550",1 bed,1 bath,,785993
NA_2079,Off-Market,,,,785993
#PROF,"Off-Market on 07/24/2013 at $4,500",1 bed,1 bath,,73306
MAISONETTE,"Off-Market on 02/19/2013 at $4,500",1 bed,1 bath,,73306
#2A,"Off-Market on 09/27/2018 at $6,300",4 beds,2 baths,,785126
#2B,"Off-Market on 10/23/2018 at $5,890",4 beds,2 baths,,785126
#2C,"Off-Market on 01/11/2016 at $5,600",4 beds,2 baths,,785126
#3B,"Off-Market on 01/24/2017 at $6,000",4 beds,2 baths,,785126
#5B,"Off-Market on 08/13/2017 at $5,500",3 beds,2 baths,,785126
#3,"Off-Market on 04/23/2015 at $15,000",4 beds,2 baths,"4,000 ftsq",782068
#4,"Listed for rent at $11,500",4 beds,3 baths,"3,500 ftsq",782068
#5,"Off-Market on 10/26/2013 at $11,000",3 beds,3 baths,"3,800 ftsq",782068
#5JJ,"Off-Market on 06/13/2012 at $8,800",3 beds,2 baths,"3,000 ftsq",782068
#2A,"Off-Market on 05/24/2018 at $4,491",2 beds,2 baths,,785961
#2D,"Off-Market on 08/07/2018 at $4,395",2 beds,1 bath,,785961
#A4,"Off-Market on 06/26/2018 at $4,125",3 beds,2 baths,,785961
#2E,"Listed for rent at $3,699",2 beds,1 bath,700 ftsq,785961
#2H,"Off-Market on 10/09/2018 at $3,300",1 bed,1 bath,700 ftsq,785961
#2I,"Off-Market on 04/11/2017 at $3,750",2 beds,1 bath,850 ftsq,785961
#2K,"Off-Market on 07/25/2017 at $5,500",3 beds,2 baths,"1,000 ftsq",785961
#3C,"Off-Market on 09/12/2018 at $3,730",2 beds,1 bath,,785961
#3D,"Off-Market on 05/01/2015 at $3,200",1 bed,1 bath,,785961
#3E,"Off-Market on 03/23/2009 at $2,500",2 beds,1 bath,,785961
#3CC,"Off-Market on 09/27/2018 at $3,620",2 beds,1 bath,,785961
#3F,"Off-Market on 08/24/2018 at $3,491",2 beds,1 bath,650 ftsq,785961
#3G,"Off-Market on 11/09/2018 at $4,800",2 beds,2 baths,,785961
#3J,Off-Market,,,,785961
#3N,"Off-Market on 04/17/2015 at $3,650",2 beds,2 baths,,785961
#4A,"Off-Market on 06/26/2018 at $4,125",2 beds,2 baths,,785961
#4C,"Off-Market on 08/12/2014 at $2,950",2 beds,1 bath,,785961
#C3,"Off-Market on 09/27/2018 at $3,620",1 bed,1 bath,,785961
#4F,"Off-Market on 11/08/2018 at $3,529",2 beds,1 bath,700 ftsq,785961
#4G,"Off-Market on 11/28/2017 at $4,080",2 beds,2 baths,,785961
#4H,"Off-Market on 11/26/2018 at $4,000",2 beds,2 baths,750 ftsq,785961
#4I,"Off-Market on 03/31/2014 at $3,200",2 beds,1 bath,,785961
#4K,"Off-Market on 08/17/2018 at $5,000",3 beds,2 baths,,785961
#4FF,Off-Market,2 beds,1 bath,,785961
#4N,"Off-Market on 07/10/2018 at $3,833",2 beds,2 baths,,785961
#4R,"Off-Market on 11/28/2018 at $3,529",2 beds,1 bath,,785961
#4U,"Off-Market on 12/20/2018 at $3,495",2 beds,1 bath,,785961
#5A,"Off-Market on 03/31/2014 at $3,550",2 beds,2 baths,,785961
#5D,"Off-Market on 07/31/2018 at $4,195",2 beds,1 bath,,785961
#5E,"Off-Market on 08/14/2015 at $3,350",2 beds,1 bath,705 ftsq,785961
#5F,"Off-Market on 05/26/2015 at $3,300",1 bed,1 bath,,785961
#5G,"Off-Market on 10/26/2017 at $4,075",2 beds,2 baths,,785961
#5H,"Off-Market on 05/02/2018 at $4,400",2 beds,2 baths,,785961
#5J,"Off-Market on 06/21/2018 at $4,400",2 beds,2 baths,,785961
#5K,"Off-Market on 09/17/2018 at $4,958",3 beds,2 baths,,785961
#5M,"Off-Market on 04/15/2015 at $3,600",2 beds,2 baths,,785961
#5N,"Off-Market on 07/13/2018 at $4,495",2 beds,2 baths,,785961
#6A,"Off-Market on 07/19/2018 at $4,695",2 beds,2 baths,,785961
#E2,"Listed for rent at $3,699",1 bed,1 bath,,785961
#6C,"Off-Market on 08/13/2018 at $3,730",2 beds,1 bath,,785961
#6E,"Off-Market on 12/08/2016 at $3,475",3 beds,1 bath,,785961
#6F,"Off-Market on 06/07/2018 at $3,850",2 beds,1 bath,750 ftsq,785961
#6G,"Off-Market on 12/12/2016 at $3,250",2 beds,1 bath,750 ftsq,785961
#6H,"Off-Market on 11/07/2016 at $3,875",2 beds,2 baths,700 ftsq,785961
#6I,"Off-Market on 10/25/2017 at $3,695",2 beds,1 bath,,785961
#6J,"Off-Market on 09/02/2015 at $3,950",2 beds,2 baths,750 ftsq,785961
#6K,"Off-Market on 07/10/2018 at $5,295",3 beds,2 baths,,785961
#6L,"Off-Market on 06/22/2017 at $3,200",1 bed,1 bath,,785961
#6M,"Off-Market on 03/17/2018 at $3,795",2 beds,2 baths,,785961
#6N,"Off-Market on 07/13/2018 at $4,495",3 beds,2 baths,,785961
#7A,"Off-Market on 08/19/2016 at $3,969",2 beds,2 baths,,785961
#7D,"Off-Market on 07/10/2018 at $3,462",2 beds,1 bath,,785961
#F4,"Off-Market on 10/29/2018 at $3,636",2 beds,1 bath,,785961
#7E,"Off-Market on 12/20/2016 at $3,250",2 beds,1 bath,"1,000 ftsq",785961
#7F,"Off-Market on 12/12/2016 at $3,250",2 beds,1 bath,800 ftsq,785961
#7K,"Off-Market on 03/12/2011 at $4,800",3 beds,2 baths,,785961
#7L,"Off-Market on 06/28/2017 at $3,200",1 bed,1 bath,,785961
#K2,"Off-Market on 08/29/2017 at $5,500",3 beds,2 baths,,785961
#N4,"Off-Market on 07/10/2018 at $3,980",2 beds,2 baths,,785961
#RES,"Sold on 04/10/2018 for $50,000,000",,,"65,832 ftsq",785961
#APT7G,Off-Market,,,,785961
#CHURH,Sold on 10/14/2008 for $0,,,"7,527 ftsq",785961
NA_162495,Off-Market,,,,785961
#7A,"Off-Market on 04/30/2017 at $2,900",studio,1 bath,,777694
#7D,"Off-Market on 04/02/2018 at $3,550",1 bed,1 bath,,777694
#7G,"Off-Market on 07/03/2015 at $3,600",1 bed,1 bath,,777694
#8A,"Off-Market on 01/31/2014 at $2,700",studio,1 bath,,777694
#8D,"Off-Market on 02/22/2017 at $3,495",1 bed,1 bath,,777694
#9F,"Off-Market on 10/06/2015 at $3,600",1 bed,1 bath,,777694
#9G,"Off-Market on 04/13/2018 at $3,800",1 bed,1 bath,,777694
#10A,"Off-Market on 06/16/2018 at $2,895",studio,1 bath,600 ftsq,777694
#10F,"Off-Market on 12/27/2017 at $3,550",1 bed,1 bath,775 ftsq,777694
#10G,"Off-Market on 08/26/2018 at $3,795",1 bed,1 bath,800 ftsq,777694
#11A,"Off-Market on 03/09/2016 at $2,950",studio,1 bath,,777694
#11F,"Off-Market on 07/06/2015 at $3,450",1 bed,1 bath,,777694
#11G,"Off-Market on 11/07/2018 at $3,795",1 bed,1 bath,800 ftsq,777694
#12A,"Off-Market on 06/15/2018 at $2,950",studio,1 bath,,777694
#12D,"Off-Market on 04/27/2017 at $3,795",1 bed,1 bath,,777694
#12F,"Off-Market on 02/03/2017 at $3,700",1 bed,1 bath,700 ftsq,777694
#12G,"Off-Market on 04/13/2018 at $3,850",1 bed,1 bath,,777694
#14F,"Off-Market on 08/19/2018 at $3,995",1 bed,1 bath,700 ftsq,777694
#14G,"Off-Market on 04/30/2017 at $3,895",1 bed,1 bath,,777694
#15A,"Off-Market on 07/17/2018 at $3,095",studio,1 bath,600 ftsq,777694
#15C,"Off-Market on 01/31/2014 at $2,500",studio,1 bath,,777694
#15D,"Off-Market on 04/09/2016 at $3,895",1 bed,1 bath,,777694
#16A,"Off-Market on 05/27/2016 at $3,095",studio,1 bath,,777694
#16C,"Off-Market on 12/13/2014 at $2,495",studio,1 bath,500 ftsq,777694
#16D,"Off-Market on 07/18/2017 at $3,850",1 bed,1 bath,,777694
#16E,"Off-Market on 12/05/2016 at $2,580",studio,1 bath,,777694
#17A,"Off-Market on 04/07/2015 at $3,195",studio,1 bath,,777694
#17C,"Off-Market on 10/06/2015 at $2,895",studio,1 bath,500 ftsq,777694
#17D,"Off-Market on 03/26/2014 at $3,800",1 bed,1 bath,,777694
#18A,"Off-Market on 05/08/2016 at $3,095",studio,1 bath,,777694
#18B,"Off-Market on 08/19/2018 at $2,995",studio,1 bath,500 ftsq,777694
#18C,"Off-Market on 01/10/2018 at $2,925",studio,1 bath,,777694
#18G,"Off-Market on 10/18/2018 at $4,250",1 bed,1 bath,800 ftsq,777694
#19B,"Listed for rent at $2,900",studio,1 bath,500 ftsq,777694
#19C,"Off-Market on 07/30/2018 at $3,095",studio,1 bath,,777694
#19E,"Off-Market on 12/27/2017 at $2,850",studio,1 bath,,777694
#19F,"Off-Market on 07/17/2018 at $5,750",2 beds,2 baths,"1,000 ftsq",777694
#19G,"Off-Market on 04/07/2014 at $3,738",1 bed,1 bath,,777694
#20B,"Off-Market on 06/12/2015 at $2,995",studio,1 bath,,777694
#20C,"Off-Market on 06/10/2017 at $3,195",studio,1 bath,,777694
#20E,"Off-Market on 07/18/2017 at $2,677",studio,1 bath,,777694
#20F,"Off-Market on 12/28/2016 at $4,778",2 beds,2 baths,,777694
#20G,"Off-Market on 04/22/2014 at $3,877",1 bed,1 bath,,777694
#21A,"Off-Market on 06/17/2014 at $3,200",studio,1 bath,,777694
#21B,"Off-Market on 03/29/2014 at $2,860",studio,1 bath,,777694
#21C,"Off-Market on 05/08/2016 at $2,995",studio,1 bath,,777694
#21D,"Off-Market on 03/04/2014 at $3,850",1 bed,1 bath,,777694
#21E,"Off-Market on 04/05/2014 at $2,520",studio,1 bath,,777694
#21F,"Off-Market on 12/04/2017 at $5,400",2 beds,2 baths,,777694
#21G,"Off-Market on 05/05/2017 at $4,250",1 bed,1 bath,,777694
#22A,"Off-Market on 02/22/2017 at $3,092",studio,1 bath,,777694
#22B,"Off-Market on 03/29/2014 at $2,890",studio,1 bath,,777694
#22C,"Off-Market on 04/01/2017 at $2,815",studio,1 bath,,777694
#22D,"Off-Market on 02/21/2014 at $3,600",1 bed,1 bath,,777694
#22E,"Off-Market on 03/29/2014 at $2,760",studio,1 bath,,777694
#22F,"Off-Market on 10/19/2017 at $4,985",2 beds,2 baths,,777694
#22G,"Off-Market on 04/22/2014 at $3,877",1 bed,1 bath,,777694
#23A,"Off-Market on 10/18/2018 at $3,250",studio,1 bath,600 ftsq,777694
#23B,"Off-Market on 10/09/2018 at $3,095",studio,1 bath,500 ftsq,777694
#23C,"Off-Market on 09/16/2017 at $3,250",studio,1 bath,500 ftsq,777694
